UEI,Start_Date,End_Date,Duration(Days),Main Cause,Location,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source
UEI-IMD-FL-2015-0064,7/19/2015,7/21/2015,2,Heavy rains & Floods in Kshipra river,"Betul, Burhanpur, Harda, Indore, Khandwa Sehore, Ujjain, Vidisha",MADHYA PRADESH,NA,NA,NA,NA,15,5,NA,NA,15 persons died including 5 people swept away in flood water.,"i) About 6300 people affected. ii) Railway, Bus, electricity & telephone services disrupted",IMD
UEI-IMD-FL-2015-0065,8/13/2015,8/13/2015,0,Flood,Betul,MADHYA PRADESH,NA,NA,NA,NA,1,NA,NA,NA,One woman swept away,NA,IMD
UEI-IMD-FL-2015-0066,7/6/2015,6/16/2015,Diffing the dates,Heavy rains,"Aurangabad, Beed, Hingoli., Jalna, Latur, Nanded, Osmanabad, Parbhani",MAHARASHTRA,NA,NA,NA,NA,17,NA,NA,NA,17 persons died,i) Roofs of houses blown away. ii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD
UEI-IMD-FL-2015-0067,6/23/2015,6/23/2015,0,Heavy rains,a) Pune b) Nagpur ,MAHARASHTRA,NA,NA,NA,NA,6,NA,NA,NA,3 persons died due to landslide on Pune Express way. 3 persons died in Nagpur,i) Several areas inundated. ii) Normal life paralyzed,IMD
UEI-IMD-FL-2015-0068,7/20/2015,7/20/2015,0,Heavy rains,Pune,MAHARASHTRA,NA,NA,NA,NA,2,3,NA,NA,2 persons died & 3 other injured due to landslide on car on Pune Express way,NA,IMD
UEI-IMD-FL-2015-0069,7/28/2015,7/28/2015,0,Heavy rains,Mumbai,MAHARASHTRA,NA,NA,NA,NA,4,NA,NA,NA,4 persons died at Vakola Santacruz,NA,IMD
UEI-IMD-FL-2015-0070,7/29/2015,7/29/2015,0,Heavy rains,"Mumbai, Mumbai Suburban, Thane ",MAHARASHTRA,NA,NA,NA,NA,9,10,NA,NA,9 persons died & 10 injured.,NA,IMD
UEI-IMD-FL-2015-0071,6/8/2015,8/14/2015,67,Heavy rains,"Akola, Amravati, Chandrapur, Nagpur, Wardha ",MAHARASHTRA,NA,NA,NA,NA,8,1,NA,NA,7 persons died & one cyclist swept away in Nagpur . One teenage injured due to wall collapsed in Chandrapur Dist.,"i) Wide spread damage to crops reported.  ii) Damage to many houses reported. iii) Thousands of people affected. iv) Water logging in at most places including Railway Station, Bus stand & over bridge.  v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD
UEI-IMD-FL-2015-0072,6/17/2015,6/17/2015,0,Heavy rains,Parts of Meghalaya ,MEGHALAYA,NA,NA,NA,NA,5,NA,NA,NA,5 persons died,NA,IMD
UEI-IMD-FL-2015-0073,1/8/2015,1/8/2015,0,Heavy rains,Keonjhar,ODISHA,NA,NA,NA,NA,1,NA,NA,NA,One person died. ,NA,IMD
UEI-IMD-FL-2015-0074,2/8/2015,2/8/2015,0,Heavy rains,"Angul, Keonjhar ",ODISHA,NA,NA,NA,NA,5,NA,NA,NA,5 persons drowned,NA,IMD
UEI-IMD-FL-2015-0075,9/14/2015,9/16/2015,2,Heavy rains & Flood,"Koraput, Nabarangpur , Kalahandi, Kandhamal, Malkangiri",ODISHA,NA,NA,NA,NA,4,NA,NA,NA,4 persons died. ,4 persons died. ,IMD
UEI-IMD-FL-2015-0076,1/6/2015,9/30/2015,267,Heavy rains,"Amritsar, Bhatinda, Barmala, Firozpur, Fazilka,  Jalandhar, Moga, Pathankot, Roopnagar, Sangrur, Sri Mukatsar Sahib, Taran-Taran ",PUNJAB,NA,NA,NA,NA,11,NA,NA,14,11 people died &14 cattle heads perished ,"Damage to 70894 acres of crops of estimated value of Rs. 55 crore reported. ii) 31,754 populations affected. iii) Loss of estimated cost Rs.46,78,900/- reported as 226 houses damaged. ",IMD
UEI-IMD-FL-2015-0077,3/14/2015,3/15/2015,1,Heavy rains,26 districts of Rajasthan,RAJASTHAN,NA,NA,NA,NA,15,NA,NA,1381,15 persons died & 1381 livestock perished. ,"Extensive damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables (near about 50 to 70%) for all districts reported. ii) Damage to 4964 houses reported. ",IMD
UEI-IMD-FL-2015-0078,7/22/2015,7/31/2015,9,Heavy rains,"Ajmer, Barmer, Bhilwara, Bikaner, Dholpur, Jalore, Jhalawar, Nagaur, Pali, Sirohi ",RAJASTHAN,NA,NA,NA,NA,20,NA,NA,50,20 people died & 50 cattleheads perished,Damage to 50 house in manohar Thana Tehsil of Jhalwar district reported.,IMD
UEI-IMD-FL-2015-0079,1/8/2015,5/8/2015,120,Heavy rains,Parts of Rajasthan ,RAJASTHAN,NA,NA,NA,NA,41,NA,NA,NA,41 persons died,"i) Damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables reported. ii) Damage to several houses reported.",IMD
UEI-IMD-FL-2015-0080,8/16/2015,8/16/2015,0,Heavy rains,Pali,RAJASTHAN,NA,NA,NA,NA,2,NA,NA,NA,2 persons died. ,NA,IMD
UEI-IMD-FL-2015-0081,1/7/2015,1/7/2015,0,Heavy rains,Parts of Sikkim ,SIKKIM,NA,NA,NA,NA,18,NA,NA,NA,18 persons died due to landslide,Landslide,IMD
UEI-IMD-FL-2015-0082,5/7/2015,5/7/2015,0,Heavy rains,Parts of Sikkim ,SIKKIM,NA,NA,NA,NA,41,NA,NA,NA,41 persons died due to landslide,Massive landslide. ,IMD
UEI-IMD-FL-2015-0083,12/4/2015,12/4/2015,0,Heavy rains,Virudhnagar,TAMIL NADU,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damage to 30,000 tons of Mangoes reported",IMD
UEI-IMD-FL-2015-0084,4/21/2015,4/21/2015,0,Heavy rains,Thiruvarur,TAMIL NADU,NA,NA,NA,NA,1,1,NA,NA,One person died & one injured due to wall collapse,NA,IMD
UEI-IMD-FL-2015-0085,4/25/2015,4/25/2015,0,Heavy rains,Vellore,TAMIL NADU,NA,NA,NA,NA,3,NA,NA,NA,3 persons died,NA,IMD
UEI-IMD-FL-2015-0086,5/14/2015,5/14/2015,0,Heavy rains,Coimbatore and Pudukkottai,TAMIL NADU,NA,NA,NA,NA,NA,NA,NA,NA, 3 persons died due to house collapse,NA,IMD
UEI-IMD-FL-2015-0087,5/17/2015,5/19/2015,2,Heavy rains,"Thiruvallur, Virudhnagar",TAMIL NADU,NA,NA,NA,NA,11,NA,NA,NA,8 persons died & 3 children washed away,NA,IMD
UEI-IMD-FL-2015-0088,6/17/2015,6/17/2015,0,Heavy rains,Chennai,TAMIL NADU,NA,NA,NA,NA,1,NA,NA,NA,One person died due to wall collapse.,NA,IMD
UEI-IMD-FL-2015-0089,6/21/2015,6/21/2015,0,Heavy rains,Niligiris,TAMIL NADU,NA,NA,NA,NA,1,NA,NA,NA,One person died,NA,IMD
UEI-IMD-FL-2015-0090,7/17/2015,7/17/2015,0,Heavy rains,Chennai,TAMIL NADU,NA,NA,NA,NA,1,NA,NA,NA,One person died due to wall collapse,NA,IMD
UEI-IMD-FL-2015-0091,9/11/2015,9/11/2015,0,Heavy rains,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,13,NA,NA,NA,13 persons died in different incidences,i) 2000 acres of Paddy fields submerged ii) Damage to 900 acres of Banana crops reported. iii) Power generation stopped as the mines flooded in Cuddalore Dist. iv) Damage to 45 thatched houses reported,IMD
UEI-IMD-FL-2015-0092,11/11/2015,11/13/2015,2,Heavy rains,"Chennai, Cuddalore, Dharampuri, Erode, Niligiris, Thiruvallur, Toothukudi, Villupuram",TAMIL NADU,NA,NA,NA,NA,25,NA,NA,NA,25 persons died in different incidences.,i) Damage to more than 28 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supp,IMD
UEI-IMD-FL-2015-0093,11/18/2015,11/22/2015,4,Heavy rains,"Chennai, Cuddalore, Kanchipuram, Kanyakumari, Krishnagiri, Nagapattinam, Pudukottai, Tiruneveli, Tiruvannamalai, Thiruvarur, Toothukudi, Villupuram",TAMIL NADU,NA,NA,NA,NA,47,NA,NA,240,"Total 47 persons died. Chennai -7, Cuddalore-16, Kanchipuram - 4, Kanyakumari - 2, Krishnagiri - 2, Nagapattinam - 3, PudukottaiÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ1, Tiruneveli - 1, Tiruvannamalai - 2, Thiruvarur-1,Toothukudi - 1, Villupuram ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 7 & 240 cattle heads perished",i) 2000 hectares of Paddy crops submerged. ii) Damage to several houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD
UEI-IMD-FL-2015-0094,11/23/2015,11/23/2015,0,Heavy rains,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,50,NA,NA,NA,50 persons died.,i) Damage to 300 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD
UEI-IMD-FL-2015-0095,11/28/2015,11/30/2015,2,Heavy rains & Floods (Adyar river),"Chennai, Villupuram",TAMIL NADU,NA,NA,NA,NA,32,NA,NA,NA,32 persons died,i) Extensive damage to 2800 hectares of Paddy field reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD
UEI-IMD-FL-2015-0096,1/12/2015,3/12/2015,59,Heavy rains,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,17,NA,NA,NA,17 persons died,i) Damage to crops reported. ii) Damage to many houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD
UEI-IMD-FL-2015-0097,8/12/2015,11/12/2015,92,Heavy rains,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,30,NA,NA,1210,30 persons died. 1210 cattle heads perished.,"i) Extensive damage to 25 hectares of Paddy crops reported. ii) 20,000 hectares of Cotton plants submerged. iii) Damage to 5631 huts fully & 331 huts partially reported. iv) Damage to around 25 lakh vehicles reported",IMD
UEI-IMD-FL-2015-0098,6/4/2015,12/4/2015,183,Heavy rains,"Adilabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddy and Waranga",TELANGANA,NA,NA,NA,NA,5,NA,NA,91,5 persons died & 91 cattleheads perished.,i) Damage to 40131.88 hectares of Agricultual crops & 35175.2 hectares of Horticulture crops reported. ii) Damage to about 286 houses reported,IMD
UEI-IMD-FL-2015-0099,4/4/2015,4/4/2015,0,Heavy rains,"Barabanki, Mainpuri, Sitapur",UTTAR PRADESH,NA,NA,NA,NA,12,NA,NA,NA,12 persons died.,i) Damage to crops reported. ii) Damage to several houses reported.,IMD
UEI-IMD-FL-2015-0100,11/7/2015,12/7/2015,30,Heavy rains,"Bareilly, Budaun, Bulandshahar, Etah, Etawah, Farrukhabad, Hamirpur, Sitapur, Shahjahanpur, Unnao (U.P",UTTAR PRADESH,NA,NA,NA,NA,15,NA,NA,NA,15 persons died,i) Damage to crops reported. ii) Damage to many houses reported,IMD
UEI-IMD-FL-2015-0101,10/28/2015,10/28/2015,0,Heavy rains,West U.P,UTTAR PRADESH,NA,NA,NA,NA,2,NA,NA,NA,2 persons died & several injured,i) Damage to crops reported. ii) Damage to few houses reported.,IMD
UEI-IMD-FL-2015-0102,1/12/2015,1/12/2015,0,Heavy rains,South-west Uttar Pradesh,UTTAR PRADESH,NA,NA,NA,NA,5,NA,NA,NA,5 persons died & many injured,i) Damage to crops reported. ii) Damage to several houses reported,IMD
UEI-IMD-FL-2015-0103,7/26/2015,7/26/2015,0,Heavy rains,Parts of Uttarakhand,UTTARAKHAND,NA,NA,NA,NA,1,NA,NA,NA,One person died,NA,IMD
UEI-IMD-FL-2015-0104,1/7/2015,10/7/2015,273,Heavy rains,"Darjeeling, Kolkata",WEST BENGAL,NA,NA,NA,NA,39,8,NA,NA,39 persons died & 8 others missing,i) Damage to crops reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD
UEI-IMD-FL-2015-0105,7/20/2015,7/24/2015,4,Heavy rains,"South 24 Paraganas, South Dinajpur",WEST BENGAL,NA,NA,NA,NA,5,NA,NA,NA,5 persons died,i) Damage to crops reported. ii) Damage to several houses reported.,IMD
UEI-IMD-FL-2015-0106,2/12/2015,2/12/2015,0,Heavy rains,Puducherry,PUDUCHERRY,NA,NA,NA,NA,2,NA,NA,NA,2 persons died,NA,IMD
UEI-IMD-FL-2016-0001,7/14/2016,7/14/2016,0,Heavy rains,East Godavari,ANDHRA PRADESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Coconut Grooves, Banana plantations & Paddy fields submerged in 10 mandals of Konaseema & 6 mandals of Amalapuram. ii) People from 25 major villages affected. ",IMD
UEI-IMD-FL-2016-0002,9/15/2016,9/16/2016,1,Flash flood,Visakhapatnam,ANDHRA PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons washed away,NA,IMD
UEI-IMD-FL-2016-0003,1/9/2016,9/30/2016,265,Heavy rains & floods,"Guntur, Kurnool, Visakhapatnam, Vizianagaram ",ANDHRA PRADESH,NA,NA,NA,NA,20,429,NA,39562,"Total 20 persons died &  429 others injured. 39,562  birds perished. Guntur - 7, Kurnool -2, Visakhapatnam - 9, Vizianagaram ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 2. ","i) Damage to 49,035 hectares of crops reported. ii) Damage to 16807 houses, 17 school buildings & 48 Panchayat Raj buildings  reported. iii) Damage to 46 boats reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. ",IMD
UEI-IMD-FL-2016-0004,4/22/2016,4/22/2016,0,Heavy rains (Massive landslide),Tawang ,ARUNACHAL PRADESH,NA,NA,NA,NA,17,NA,NA,NA,17 Person died,Damage to several dwelling houses reported,IMD
UEI-IMD-FL-2016-0005,4/24/2016,4/27/2016,3,Heavy rains,Chanlang,ARUNACHAL PRADESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 families rendered homeless.,IMD
UEI-IMD-FL-2016-0006,1/7/2016,1/7/2016,0,Massive landslide,West Kameng ,ARUNACHAL PRADESH,NA,NA,NA,NA,10,5,NA,NA,10 persons died & 5 others injured. ,Damage to 4 houses completely & 9 buildings partially reported.,IMD
UEI-IMD-FL-2016-0007,5/8/2016,5/8/2016,0,Heavy rains (Landslide),Tawang ,ARUNACHAL PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died. ,8 houses collapsed. ,IMD
UEI-IMD-FL-2016-0008,11/9/2016,12/9/2016,30,Heavy rains & Flood in Sigin river,Upper Subansiri ,ARUNACHAL PRADESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to huge quantity of standing crops reported. ii) The entire town Daporijo inundated. iii) Commodity of Daporijo market damaged. ,IMD
UEI-IMD-FL-2016-0009,4/21/2016,4/21/2016,0,Flood (Janji river),Jorhat,ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Extensive damage to huge amount of standing crops reported. ii) At least 15 villages inundated. ,IMD
UEI-IMD-FL-2016-0010,4/24/2016,4/27/2016,3,Flood  ( Brahmaputra  and tributaries),"Cachar, Charaideo,  Dhubri, Dibrugarh, Jorhat, Lakhimpur, Sivsagar",ASSAM,NA,NA,NA,NA,8,NA,NA,NA,8 persons died,"i) About 86,905 people of 7 districts affected. ii) Damage to cropland of area 5009 hectares reported. ",IMD
UEI-IMD-FL-2016-0011,5/17/2016,5/17/2016,0,Landslide,"Halkandi, Karimganj ",ASSAM,NA,NA,NA,NA,11,4,NA,NA,"Total 11 persons died. 5 persons died, 4 injured in Halkandi district  & 6 persons died in Karimganj district",Landslide reported. ,IMD
UEI-IMD-FL-2016-0012,5/18/2016,5/18/2016,0,Flood (Kapili river),Nagaon,ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Huge cropland submerged. ii) More than 20 villages inundated. ,IMD
UEI-IMD-FL-2016-0013,6/19/2016,6/25/2016,6,Flood  ( Brahmaputra and tributaries),"Baska, Barpeta, Dhemaji, Lakhimpur, Sonitpur ",ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) About 26,111 population of 68 villages affected.  ii) Damage to cropland of area 3598.86 hectares reported.   ",IMD
UEI-IMD-FL-2016-0014,3/7/2016,7/7/2016,122,Flood  ( Brahmaputra and tributaries),"Barpeta, Golaghat, Jorhat, Kamrup (M), Lakhimpur, Marigaon, Nagaon, Sonitpur ",ASSAM,NA,NA,NA,NA,2,6,NA,NA,2 persons died & 6 others injured due to landslide in Kamrup (M) Dist. on 7th Jul. ,"i) About 1,52,977 population of 294 villages in 8 districts affected.  ii) Crop land of area 26.86 hectares affected. ",IMD
UEI-IMD-FL-2016-0015,7/7/2016,7/7/2016,0,Heavy rain,Guwahati,ASSAM,NA,NA,NA,NA,2,2,NA,NA,2 youths died & 2 others injured due to wall collapse at 11th Mile area at Jorabat near Guwahati,Vehicular traffic badly affected due to water logging. ,IMD
UEI-IMD-FL-2016-0016,7/13/2016,7/18/2016,5,Flood  ( Brahmaputra and tributaries),"Golaghat, Jorhat, Lakhimpur, Marigaon, Sonitpur ",ASSAM,NA,NA,NA,NA,2,2,NA,NA,2 persons died & 2 others injured. ,"i) 1,87,738 population of 310 villages affected. ii) Crop land of area 16,240.47 hectares & 815 bighas affected",IMD
UEI-IMD-FL-2016-0017,7/14/2016,7/14/2016,0,Landslide,Kamrup (M) ,ASSAM,NA,NA,NA,NA,2,NA,NA,NA,2 persons died. ,NA,IMD
UEI-IMD-FL-2016-0018,7/21/2016,7/31/2016,10,Flood  ( Brahmaputra and tributaries),"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, Tinsukia ",ASSAM,NA,NA,NA,NA,22,NA,NA,NA,22 person died,"i) 18,99,470 population of 3374 villages affected.  ii) Crop land of area 2,13,251.52 hectares affected. ",IMD
UEI-IMD-FL-2016-0019,1/8/2016,5/8/2016,121,Flood  ( Brahmaputra and tributaries,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kabri Analong, Kamrup (M), Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, South Kamrup, Tinsukia ",ASSAM,NA,NA,NA,NA,3,NA,NA,229,"3 persons died. 8 rhinos & 221 hog deer perished in Kaziranga National Park in the district Golaghat, Nagaon","i) Cropland of area 1,00,651.71 hectares affected. ii) 11,00,618 population from 1659 villages of 21 districts affected. ",IMD
UEI-IMD-FL-2016-0020,8/13/2016,8/13/2016,0,Heavy rains (Landslide),Guwahati,ASSAM,NA,NA,NA,NA,2,NA,NA,NA,2 persons died. ,NA,IMD
UEI-IMD-FL-2016-0021,1/9/2016,7/9/2016,182,Flood  ( Brahmaputra and tributaries,"Dhemaji, Lakhimpur and Udalguri ",ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Cropland of area 1,382.53 hectares affected. ii) 24,540 population from 32 villages affected.",IMD
UEI-IMD-FL-2016-0022,9/13/2016,9/16/2016,3,Flood  ( Brahmaputra and tributaries,Cachar  and  Dhemaji,ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,Several person injured,"i) Cropland of area 1,804.36 hectares affected. ii) 950 population from 71 villages of 2 districts affected.",IMD
UEI-IMD-FL-2016-0023,5/18/2016,5/18/2016,0,Heavy Rain,"Araria, Bhagalpur, Katihar, Kishanganj,  Lakhisarai, Madhepura,  Madhubani, Munger, Purnea, Supaul, Saharsa",BIHAR,NA,NA,NA,NA,12,NA,NA,NA,12 Person died & several othre injured,i) Damage to standing crops reported. ii) Damage to several thatched houses reported. iii) Several trees/electric poles uprooted. ,IMD
UEI-IMD-FL-2016-0024,7/25/2016,7/27/2016,2,Heavy Rain,"Araria, Bhagalpur, Darbhanga,  Katihar, Kishanganj,  Madhepura,  Purnea, Supaul ",BIHAR,NA,NA,NA,NA,17,NA,NA,NA,17 persons died.  ,i) Damage to crops reported. ii) 17.25 lakh population of 1448 villages affected,IMD
UEI-IMD-FL-2016-0025,12/8/2016,12/8/2016,0,Heavy Rain & floods in Punpun & Falgu river,"Gaya, Patna ",BIHAR,NA,NA,NA,NA,1,NA,NA,12,One child & 12 cattle heads washed away in falgu river of Gaya Dist. ,"Damage to the bridge on the river Punpun near Siswa Chawak, Patna reported. ",IMD
UEI-IMD-FL-2016-0026,8/17/2016,8/21/2016,4,Floods in Ganga & tributaries,"Patna, Saran, Vaishali ",BIHAR,NA,NA,NA,NA,9,NA,NA,NA,"Total 9 persons died. Patna - 1, Saran - 7, Vaishali ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 1 ",i) 600 acres of Paddy crops submerged. ii) Several trees/electric poles uprooted,IMD
UEI-IMD-FL-2016-0027,8/23/2016,8/25/2016,2,Heavy Rain & flood,Parts of Bihar ,BIHAR,NA,NA,NA,NA,14,8,NA,NA,14 persons died & 8 other injured,i) Damage to Paddy crops reported. ii) Boat capsized. iii) Damage to diversion near NH-110 & road connection between Jahanabad & Arwal roads reported.,IMD
UEI-IMD-FL-2016-0028,8/28/2016,8/28/2016,0,Heavy Rain,Bhagalpur,BIHAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damage to railway track in Bhagalpur Dist. reported due to which rail traffic disrupted for at least 9 hours,IMD
UEI-IMD-FL-2016-0029,8/30/2016,8/30/2016,0,Heavy Rain & floods,Patna,BIHAR,NA,NA,NA,NA,NA,NA,NA,NA,One girl child washed away in Patna Dist,Water logging in many areas,IMD
UEI-IMD-FL-2016-0030,1/9/2016,2/9/2016,31,Floods in Ganga & tributeries,"Begusari, Bhojpur, Samastipur, Khagaria, Vaishali ",BIHAR,NA,NA,NA,NA,11,NA,NA,61,"Total 11 persons died. Begusari - 2, Bhojpur - 1, Samastipur - 2, Khagaria - 1, Vaishali ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 5. Also 61 animals perished",i) 37.70 lakh people affected in different parts of the state. ii) 2029 villages innundated,IMD
